DEPT [M],AC [US/F],CALI [IN],DEN [G/CC],GR [GAPI],NEU [%],RDEP [OHMM],RMED [OHMM]
4388.7116,88.3832,8.9524,2.3434,49.2684,20.1661,0.7742,0.8672
4388.864,82.5897,8.8571,2.3598,43.13,20.7357,0.8479,0.9196
4389.0164,81.2966,8.8571,2.372,39.057,20.2622,0.9421,0.9816
4389.1688,81.1633,8.8571,2.3943,44.1754,22.0612,1.0374,1.0391
4389.3212,80.9063,8.8571,2.4217,48.5074,19.3369,1.1362,1.116
4389.4736,80.4801,8.8571,2.4294,51.1213,18.2175,1.2123,1.1942
4389.626,78.6347,8.8571,2.4603,46.1656,18.5061,1.2615,1.2522
4389.7784,73.832,8.8571,2.5425,44.5656,16.9035,1.2511,1.223
4389.9308,69.3804,8.8571,2.5973,42.0042,16.617,1.1942,1.1259
4390.0832,68.1361,8.8571,2.5833,40.6736,17.3453,1.1056,1.0096
4390.2356,66.6322,8.8571,2.5334,46.1559,22.6054,1.0185,0.9001
4390.388,71.127,8.8571,2.4917,49.1967,22.9865,0.9355,0.8128
4390.5404,79.2288,8.8571,2.4487,54.5994,23.5923,0.8525,0.752
4390.6928,86.2958,8.8571,2.396,63.0613,21.0668,0.7578,0.7
4390.8452,86.7879,8.7637,2.3644,54.826,19.7604,0.6484,0.6576
4390.9976,88.2847,8.8571,2.3543,51.9558,25.9675,0.55,0.6058
4391.15,88.3445,8.856,2.3358,59.9549,27.0978,0.5021,0.5645
4391.3024,89.4014,8.7619,2.3066,58.4153,25.1607,0.4833,0.544
4391.4548,93.0113,8.8571,2.2872,55.1698,25.8733,0.4772,0.5395
4391.6072,93.9033,8.8571,2.2887,64.1924,25.02,0.482,0.5473
4391.7596,94.2013,8.8571,2.311,77.5558,23.3295,0.4991,0.5684
4391.912,92.5221,8.913,2.363,81.5755,24.3993,0.5397,0.6138
4392.0644,90.6855,8.9524,2.4018,72.2143,22.3396,0.6224,0.6877
4392.2168,89.7433,8.9524,2.4129,70.4035,25.7426,0.7178,0.7502
4392.3692,87.8403,8.9397,2.4136,65.7496,22.6327,0.7942,0.823
4392.5216,85.8249,8.8571,2.421,68.08,20.3067,0.8658,0.8925
4392.674,85.1736,8.8571,2.432,68.08,20.2086,0.9051,0.9601
4392.8264,83.0869,8.8571,2.4603,55.9379,24.2536,0.9023,0.995
4392.9788,80.0462,8.8571,2.4917,50.9218,20.1682,0.8906,0.963
4393.1312,78.9259,8.8571,2.4842,45.9469,22.5095,0.8824,0.9078
4393.2836,78.4147,8.8359,2.453,42.2036,21.1484,0.8648,0.8864
4393.436,79.1122,8.7619,2.4234,39.0718,20.0056,0.834,0.8728
4393.5884,81.7174,8.7619,2.4207,43.4406,17.2519,0.8124,0.8397
4393.7408,81.2065,8.7619,2.4481,46.9214,18.4962,0.7624,0.8079
4393.8932,79.715,8.7619,2.4713,41.9832,15.851,0.7102,0.7743
4394.0456,76.466,8.838,2.4779,43.7083,16.4557,0.6666,0.7262
4394.198,72.8941,8.7619,2.4706,41.8213,19.0302,0.6214,0.665
4394.3504,73.1378,8.7619,2.439,42.6917,21.8775,0.5934,0.6321
4394.5028,73.7251,8.7619,2.3895,42.578,21.9663,0.5869,0.6328
4394.6552,76.8625,8.7619,2.366,47.2529,24.6451,0.6097,0.6559
4394.8076,81.6137,8.7975,2.3681,46.3484,21.4531,0.6636,0.741
4394.96,87.1521,8.7724,2.3841,50.3619,23.0148,0.7367,0.8237
4395.1124,91.4475,8.8571,2.4116,42.0636,21.417,0.7953,0.898
4395.2648,90.8251,8.8571,2.4671,42.4958,18.8192,0.8221,0.9807
4395.4172,83.5458,8.8571,2.5058,41.8677,15.4673,0.9641,1.0481
4395.5696,77.2399,8.8571,2.5106,43.0425,14.9686,1.1085,1.1124
4395.722,73.541,8.8571,2.5056,47.9948,20.3127,0.9869,1.119
4395.8744,71.9886,8.8571,2.4844,66.0435,19.6171,0.7488,1.0439
4396.0268,74.8068,8.8571,2.455,70.3589,22.9031,0.7369,0.9197
4396.1792,77.6623,8.9524,2.4328,71.7594,20.0338,0.7386,0.8755
4396.3316,80.3376,8.9524,2.4353,72.1496,23.7882,0.7217,0.786
4396.484,80.084,8.9485,2.4371,64.1295,21.4461,0.6695,0.6574
4396.6364,82.8196,8.9101,2.3978,53.0502,25.0506,0.6335,0.6314
4396.7888,84.9194,8.8571,2.3488,46.0684,24.13,0.6191,0.6399
4396.9412,87.1639,8.8571,2.3145,52.1098,23.3345,0.5987,0.6778
4397.0936,89.7256,8.8475,2.304,48.4636,24.7044,0.5753,0.6783
4397.246,91.3298,8.8206,2.2989,47.6125,21.4878,0.5784,0.6804
4397.3984,90.9711,8.8571,2.2972,47.1226,21.4504,0.6116,0.6945
4397.5508,90.5004,8.8571,2.312,48.8433,19.0469,0.6447,0.7177
4397.7032,76.9871,8.8571,2.3589,47.1882,24.0822,0.6633,0.7233
4397.8556,71.3506,8.8571,2.4154,43.8666,18.4441,0.6778,0.7225
4398.008,75.9805,8.8571,2.4309,42.9979,20.8849,0.6757,0.7143
4398.1604,75.0753,8.7898,2.3965,46.798,25.3416,0.657,0.6885
4398.3128,78.7039,8.7619,2.3608,42.7993,25.879,0.6438,0.6478
4398.4652,84.3556,8.7619,2.3394,43.4231,23.6667,0.6334,0.6171
4398.6176,86.0652,8.8571,2.3299,47.0255,27.1091,0.6347,0.6009
4398.77,85.9212,8.8571,2.3199,49.1232,25.0821,0.6404,0.6025
4398.9224,86.2955,8.8571,2.3027,46.0536,22.1123,0.6421,0.6064
4399.0748,87.4084,8.7812,2.2914,49.2684,24.3581,0.6376,0.614
4399.2272,87.3789,8.7619,2.2991,42.718,21.7265,0.624,0.6155
4399.3796,95.7476,8.7619,2.3121,40.6185,27.781,0.6014,0.6085
4399.532,96.7442,8.7619,2.3191,43.5613,22.3843,0.5821,0.5959
4399.6844,96.3572,8.7619,2.318,47.3579,23.7913,0.5742,0.5834
4399.8368,96.6746,8.7619,2.3096,46.5811,24.5345,0.5646,0.5691
4399.9892,97.3662,8.7619,2.2973,46.5811,24.2235,0.5489,0.5571
4400.1416,98.3219,8.7619,2.2849,46.9424,25.9585,0.5356,0.5396
4400.294,100.3265,8.7619,2.2723,47.4769,27.069,0.521,0.5221
4400.4464,102.1642,8.7619,2.2688,41.4758,24.0239,0.4994,0.5015
4400.5988,103.66,8.7619,2.2704,44.6985,24.6975,0.4647,0.4829
4400.7512,101.325,8.7619,2.2644,40.5695,27.4094,0.4339,0.4626
4400.9036,97.3131,8.7619,2.2673,46.379,24.9648,0.4125,0.4393
4401.056,94.9496,8.7619,2.2756,46.5601,26.7654,0.3993,0.4218
4401.2084,92.1499,8.7619,2.264,48.3202,30.6808,0.3902,0.4122
4401.3608,93.5444,8.7619,2.2476,44.4072,28.9577,0.3844,0.4067
4401.5132,94.8369,8.7619,2.2431,42.138,18.4537,0.3819,0.4086
4401.6656,96.2972,8.7619,2.2468,44.4886,21.7334,0.3858,0.4261
4401.818,97.1438,8.7619,2.2628,44.8525,27.3695,0.3981,0.4535
4401.9704,96.0852,8.7619,2.3042,45.6853,26.1809,0.4198,0.4864
4402.1228,92.2614,8.7619,2.3619,47.9274,27.0693,0.4474,0.5141
4402.2752,86.2204,8.7619,2.3866,53.0581,20.3012,0.4633,0.5374
4402.4276,82.5926,8.7619,2.3671,45.6853,21.4274,0.4698,0.544
4402.58,79.9835,8.7619,2.3533,41.6376,21.1927,0.47,0.5326
4402.7324,79.7065,8.7619,2.3428,37.4447,21.4757,0.4563,0.511
4402.8848,82.2316,8.7619,2.3231,39.3903,22.7207,0.436,0.4848
4403.0372,84.5631,8.7619,2.2929,37.2391,23.7325,0.4192,0.4669
4403.1896,88.1373,8.7619,2.267,37.5173,24.3498,0.406,0.4612
4403.342,88.6879,8.7619,2.2717,42.1021,21.8273,0.4019,0.4673
4403.4944,87.2377,8.7619,2.3346,45.4001,20.3313,0.4238,0.4941
4403.6468,85.0846,8.7619,2.3678,46.5811,19.7833,0.4531,0.5419
4403.7992,83.8156,8.7619,2.3611,54.1349,19.9871,0.4929,0.6269
4403.9516,85.7441,8.7619,2.3734,51.9558,17.1248,0.5607,0.7176
4404.104,84.1899,8.7619,2.4369,51.9558,16.0982,0.6296,0.8056
4404.2564,76.2221,8.7916,2.5253,53.4237,16.2427,0.701,0.8755
4404.4088,68.3719,8.8571,2.5761,43.3076,15.6229,0.7537,0.9491
4404.5612,67.9907,8.8571,2.5636,40.9456,12.3901,0.8623,1.0203
4404.7136,69.2882,8.8571,2.5115,36.213,15.7504,1.0123,1.0757
4404.866,71.8583,8.7619,2.4814,39.8521,17.836,1.0989,1.1454
4405.0184,72.8844,8.7619,2.4933,41.3069,16.2298,1.1488,1.1982
4405.1708,73.4463,8.8571,2.5113,38.7044,16.9638,1.161,1.2062
4405.3232,71.6474,8.8571,2.4889,37.0213,14.7499,1.1561,1.1723
4405.4756,71.2855,8.8159,2.4505,37.2356,15.4962,1.1365,1.1268
4405.628,72.4353,8.7619,2.4284,38.4262,20.7463,1.0948,1.0169
4405.7804,74.9643,8.7619,2.4229,34.3882,19.304,1.0066,0.8893
4405.9328,76.9795,8.7619,2.4147,37.5847,22.8973,0.8874,0.7972
4406.0852,77.9127,8.7619,2.4032,34.494,23.3669,0.7939,0.702
4406.2376,79.0436,8.8571,2.3794,37.6311,22.3437,0.6754,0.6633
4406.39,81.2308,8.8571,2.3516,41.3323,22.1237,0.5877,0.6388
4406.5424,83.7249,8.7619,2.3369,44.6495,24.0939,0.5442,0.6249
4406.6948,86.0997,8.7619,2.3582,46.1664,23.8305,0.5235,0.6121
4406.8472,84.8443,8.7685,2.4056,46.8916,16.5406,0.5084,0.6131
4406.9996,79.5518,8.9128,2.4665,47.9213,16.8346,0.4944,0.6156
4407.152,73.256,8.9524,2.4988,40.0429,18.1427,0.487,0.6133
4407.3044,69.6273,8.9524,2.4888,39.8242,16.4552,0.5272,0.604
4407.4568,71.2354,8.9524,2.447,34.3864,15.9208,0.4955,0.6117
4407.6092,77.3556,8.891,2.3882,34.9953,17.6322,0.5143,0.6537
4407.7616,83.4559,8.8571,2.343,41.5318,18.8069,0.5432,0.6984
4407.914,85.6108,8.8571,2.3394,45.1683,20.0427,0.5822,0.7568
4408.0664,83.712,8.8571,2.361,40.0184,19.8021,0.6244,0.8301
4408.2188,81.6545,8.9243,2.3905,40.6202,18.7371,0.6862,0.9239
4408.3712,79.8447,8.9524,2.4205,45.4001,17.9662,0.8012,1.0262
4408.5236,78.1079,8.9524,2.4639,41.2063,16.6461,0.9337,1.1303
4408.676,74.5898,8.881,2.5043,40.7584,14.9111,1.0423,1.2192
4408.8284,70.5574,8.8795,2.5096,39.4148,16.1969,1.1107,1.2747
4408.9808,71.8856,8.8571,2.4594,46.2215,15.1534,1.1404,1.2535
4409.1332,74.8055,8.8571,2.3979,45.8498,18.4164,1.2004,1.2279
4409.2856,77.1878,8.8571,2.3663,40.3105,18.0219,0.941,1.2631
4409.438,78.9383,8.8571,2.3968,40.3105,17.7654,1.1078,1.3612
4409.5904,74.8913,8.8571,2.4915,43.2831,16.5617,1.1995,1.3996
4409.7428,70.2876,8.9387,2.5751,47.4725,14.6497,1.052,1.3586
4409.8952,65.2415,8.9524,2.6017,43.6628,17.4753,0.8815,1.2145
4410.0476,64.7388,8.8679,2.5937,49.5554,17.6907,0.7675,1.0217
4410.2,67.4596,8.8571,2.5397,46.3982,22.8265,0.7139,0.8526
4410.3524,72.6914,8.8571,2.4521,45.6109,22.9495,0.6654,0.322
4410.5048,78.9885,8.8571,2.3618,56.4348,23.9046,0.5975,0.6497
4410.6572,85.6608,8.8571,2.3021,49.6464,20.8823,0.5497,0.6384
4410.8096,88.5002,8.8571,2.2851,55.1934,21.2513,0.5381,0.6833
4410.962,87.9092,8.8571,2.2876,65.1311,21.64,0.5533,0.7541
4411.1144,86.0638,8.8571,2.3232,65.3787,21.4433,0.6106,0.8024
4411.2668,80.7878,8.8571,2.3807,69.8436,17.2026,0.6774,0.8332
4411.4192,78.808,8.8571,2.393,64.8844,21.3191,0.8492,0.8969
4411.5716,80.5713,8.8571,2.3861,55.3343,21.4468,0.8638,1.0187
4411.724,76.0299,8.8571,2.3967,50.6594,19.4065,0.9335,1.1093
4411.8764,76.762,8.8637,2.4182,52.262,19.1204,1.0076,1.1493
4412.0288,74.9514,8.9524,2.4275,53.8235,17.9184,1.0584,1.2124
4412.1812,74.1461,8.9618,2.4435,62.2635,16.0972,1.1279,1.2622
4412.3336,72.1555,9.0476,2.4879,60.4238,15.3572,1.1904,1.2829
4412.486,69.1326,9.0476,2.5443,64.5179,13.2312,1.2536,1.3048
4412.6384,67.1722,9.0476,2.5739,67.8849,15.3171,1.3088,1.3345
4412.7908,65.9529,9.0476,2.5839,58.3681,15.3454,1.3594,1.368
4412.9432,64.3582,9.0476,2.5826,53.0861,14.9451,1.4297,1.4302
4413.0956,64.7119,9.0476,2.5924,46.4122,14.1822,1.4694,1.4944
4413.248,66.0988,9.0476,2.6171,46.316,11.7421,1.4391,1.5074
4413.4004,68.8516,9.0476,2.6229,49.8003,13.7732,1.3732,1.3988
4413.5528,74.5271,8.9777,2.6001,48.0227,15.9836,1.2785,1.301
4413.7052,75.3586,8.9287,2.5524,46.5811,17.8329,1.1211,1.2249
4413.8576,76.8051,8.8571,2.4989,45.8961,18.3163,0.9886,1.0868
4414.01,79.6388,8.8571,2.4568,50.7696,24.7668,0.8953,0.9524
4414.1624,83.0785,8.7814,2.429,58.9157,22.2846,0.8107,0.8591
4414.3148,87.041,8.8571,2.3999,58.5037,22.655,0.7441,0.7817
4414.4672,88.4329,8.8571,2.3748,57.6437,25.2465,0.6883,0.7227
4414.6196,88.5939,8.8571,2.35,54.9126,23.5324,0.6616,0.6996
4414.772,89.2208,8.8571,2.335,54.2548,28.4074,0.6408,0.6865
4414.9244,90.1589,8.8571,2.3477,46.6799,22.283,0.6168,0.6715
4415.0768,88.8004,8.8571,2.3753,50.753,22.9226,0.5943,0.6479
4415.2292,85.7722,8.819,2.3739,49.2684,27.1063,0.5955,0.6334
4415.3816,88.2005,8.8491,2.3454,54.1918,27.3006,0.6018,0.6356
4415.534,88.2901,8.8571,2.3535,53.6101,25.7338,0.5884,0.6306
4415.6864,88.8135,8.8571,2.3738,58.6891,26.6743,0.5635,0.596
4415.8388,90.2515,8.8571,2.3726,61.6695,22.0846,0.5392,0.5598
4415.9912,87.8947,8.8571,2.3586,61.8515,22.5193,0.5185,0.5338
4416.1436,87.7837,8.8571,2.3394,57.3306,25.5964,0.4825,0.5084
4416.296,89.4039,8.8571,2.3335,53.7597,24.4667,0.4425,0.4788
4416.4484,89.6166,8.8571,2.3071,54.6047,25.3754,0.4275,0.4589
4416.6008,92.3641,8.7619,2.2621,56.335,24.2574,0.4244,0.4561
4416.7532,93.5479,8.7619,2.2473,53.7474,27.16,0.443,0.4789
4416.9056,93.9151,8.7619,2.2597,48.3123,23.6811,0.4661,0.5073
4417.058,95.848,8.7619,2.2997,47.4769,23.5956,0.4952,0.5601
4417.2104,91.6281,8.7619,2.3793,41.3498,20.5115,0.5601,0.6601
4417.3628,82.3807,8.7619,2.4825,46.1236,21.9609,0.6346,0.7325
4417.5152,74.3714,8.7619,2.5306,42.6568,17.8589,0.6884,0.7512
4417.6676,69.7104,8.7619,2.495,42.0374,16.8955,0.7121,0.7067
4417.82,67.8578,8.7619,2.4142,42.9979,15.4809,0.7136,0.6416
4417.9724,69.1954,8.7619,2.3246,35.7651,17.7565,0.6879,0.5882
4418.1248,74.6934,8.7619,2.2634,40.4225,20.8902,0.6334,0.5239
4418.2772,85.4382,8.7619,2.2349,47.3089,24.6473,0.5668,0.4626
4418.4296,94.9557,8.7619,2.224,47.5565,27.7139,0.4945,0.4264
4418.582,98.9908,8.7619,2.2258,50.4031,28.9361,0.4258,0.4009
4418.7344,100.8164,8.7619,2.2274,43.4563,28.74,0.3662,0.3892
4418.8868,100.0048,8.7619,2.2277,39.4148,31.6044,0.3349,0.3838
4419.0392,98.3053,8.7619,2.2325,41.4093,25.582,0.3293,0.384
4419.1916,97.0411,8.7619,2.2472,45.1587,25.8103,0.3338,0.3916
4419.344,94.0054,8.7619,2.2768,44.6565,24.2583,0.3374,0.4021
4419.4964,91.2701,8.7619,2.3168,46.896,20.3211,0.3451,0.4096
4419.6488,89.012,8.8249,2.331,46.2478,21.8689,0.3566,0.4168
4419.8012,87.8171,8.7619,2.3267,52.8184,27.2957,0.3719,0.4302
4419.9536,87.4633,8.7619,2.3261,49.5029,22.4558,0.3909,0.4513
4420.106,88.3133,8.7619,2.324,53.1281,29.8585,0.4193,0.4807
4420.2584,90.3557,8.7619,2.3132,54.463,23.5983,0.4464,0.5147
4420.4108,91.1949,8.7619,2.3186,50.6209,23.0747,0.4967,0.5522
4420.5632,90.4319,8.7619,2.3492,44.6635,22.0208,0.5629,0.6313
4420.7156,84.6298,8.7619,2.409,43.9917,20.4924,0.7216,0.7942
4420.868,78.813,8.7619,2.4541,45.6853,17.0795,0.861,0.8837
4421.0204,73.2402,8.7619,2.4977,41.3157,16.733,0.9977,0.9886
4421.1728,71.1271,8.8571,2.5256,42.9804,15.8187,1.1043,1.0598
4421.3252,69.7791,8.8571,2.5267,40.3525,18.1503,1.1672,1.1111
4421.4776,69.3731,8.8571,2.5001,45.6118,15.7399,1.1955,1.0919
4421.63,70.4247,8.7619,2.4697,34.5579,19.6891,1.1631,1.0189
4421.7824,72.8688,8.7619,2.4272,48.3727,20.8166,1.03,0.9016
4421.9348,75.7862,8.7619,2.3768,62.9467,21.4912,0.9018,0.7983
4422.0872,83.3105,8.7619,2.3548,61.5549,23.7149,0.7813,0.727
4422.2396,86.6542,8.7619,2.3616,64.2782,28.5973,0.6797,0.6661
4422.392,87.5653,8.8201,2.3536,60.3189,27.2539,0.6273,0.6279
4422.5444,89.5536,8.8451,2.3184,58.445,22.2509,0.5797,0.5988
4422.6968,90.1789,8.7619,2.2909,54.3221,23.6294,0.5388,0.5766
4422.8492,90.5972,8.7619,2.2777,50.5002,23.1471,0.513,0.5614
4423.0016,94.3853,8.7619,2.2745,47.4769,23.7848,0.4934,0.5591
4423.154,95.4324,8.7797,2.293,61.2619,25.0697,0.4824,0.5617
4423.3064,93.2061,8.8571,2.3274,54.8339,24.1394,0.5091,0.5805
4423.4588,92.3899,8.8571,2.3358,67.3032,21.9268,0.5478,0.6189
4423.6112,92.1901,8.8571,2.3178,59.9042,24.6181,0.592,0.6732
4423.7636,86.9384,8.8571,2.3573,58.005,21.6395,0.63,0.7239
4423.916,75.5171,8.8571,2.4779,66.2124,20.5389,0.6699,0.7659
4424.0684,74.9455,8.8571,2.5499,67.8841,18.1746,0.7059,0.7849
4424.2208,77.2673,8.8571,2.5165,55.602,21.814,0.7489,0.7749
4424.3732,80.1464,8.8278,2.4367,49.4749,18.5611,0.7791,0.7631
4424.5256,84.0747,8.7619,2.364,53.4307,19.3387,0.8086,0.7662
4424.678,88.452,8.7619,2.3136,51.3505,22.8504,0.8346,0.7849
4424.8304,87.8365,8.7619,2.2976,56.2808,25.0953,0.8145,0.7922
4424.9828,85.5569,8.8571,2.3147,58.837,25.663,0.7569,0.7498
4425.1352,84.9371,8.8571,2.3261,59.7467,21.0181,0.706,0.6973
4425.2876,84.928,8.8571,2.32,53.9224,24.2613,0.6684,0.6646
4425.44,86.8125,8.8571,2.2946,53.9014,24.6896,0.6524,0.6491
4425.5924,93.9077,8.8571,2.2781,52.3399,27.444,0.6424,0.6367
4425.7448,95.7459,8.8571,2.2787,51.1598,24.3122,0.6239,0.6203
4425.8972,91.5763,8.8134,2.2896,51.9261,26.5526,0.5864,0.5953
4426.0496,85.5738,8.8547,2.3025,53.8611,26.5727,0.5412,0.5708
4426.202,89.1952,8.8571,2.3115,56.4155,25.591,0.5223,0.5601
4426.3544,93.6546,8.8571,2.3159,58.222,24.2328,0.514,0.5554
4426.5068,93.8401,8.8571,2.3122,54.0728,24.9748,0.5099,0.5591
4426.6592,93.8503,8.8571,2.2998,50.9655,24.4137,0.5143,0.5688
4426.8116,94.9247,8.8571,2.2829,48.8652,22.9445,0.5353,0.5879
4426.964,94.1771,8.8571,2.2716,47.2459,17.7582,0.5628,0.6362
4427.1164,90.6883,8.8571,2.2717,43.8937,23.1742,0.6009,0.6998
4427.2688,86.714,8.8571,2.3058,48.6745,19.4619,0.6731,0.7557
4427.4212,81.8315,8.8571,2.3788,46.8251,17.8195,0.7618,0.8299
4427.5736,74.8379,8.7738,2.4593,39.1908,15.9095,0.8641,0.9414
4427.726,66.0313,8.8571,2.5245,39.8766,12.4504,1.0453,1.0889
4427.8784,62.6961,8.8571,2.5474,36.8665,11.4008,1.2047,1.1863
4428.0308,64.6416,8.8571,2.5314,37.0222,13.4553,1.3026,1.2769
4428.1832,66.5847,8.8571,2.5047,37.9189,14.1776,1.3874,1.3939
4428.3356,69.4018,8.8571,2.4984,31.9808,12.8585,1.5115,1.5422
4428.488,70.0705,8.8571,2.4989,38.3965,13.3144,1.6071,1.5846
4428.6404,70.2591,8.7875,2.4902,39.2407,14.2163,1.6574,1.545
4428.7928,69.8734,8.7619,2.4938,39.8697,14.3631,1.6236,1.3408
4428.9452,68.7472,8.7619,2.5068,40.566,14.5175,1.5195,1.1756
4429.0976,69.4606,8.8571,2.5169,38.0597,13.9264,1.3974,1.0873
4429.25,71.1456,8.8571,2.4857,43.1842,13.2333,1.2506,0.975
4429.4024,75.8676,8.7619,2.409,48.0385,18.8606,1.068,0.8192
4429.5548,81.6099,8.7619,2.3269,43.4161,19.2663,0.8865,0.6964
4429.7072,86.9924,8.7619,2.2716,48.3438,23.2916,0.7105,0.626
4429.8596,92.8343,8.7619,2.2502,42.9979,23.2978,0.5915,0.5573
4430.012,95.8984,8.7619,2.2481,46.2872,28.9147,0.5198,0.5026
4430.1644,94.2449,8.7619,2.2582,43.2569,29.0925,0.4564,0.4656
4430.3168,93.6154,8.7619,2.2664,47.6378,27.8111,0.3936,0.4401
4430.4692,93.358,8.7619,2.2616,48.6841,27.5485,0.3591,0.4218
4430.6216,93.3922,8.7619,2.2546,47.0885,24.3945,0.3442,0.4081
4430.774,93.9894,8.7619,2.2425,44.2489,29.6383,0.3477,0.4015
4430.9264,95.2297,8.7619,2.236,43.7432,26.3061,0.3563,0.4073
4431.0788,95.8166,8.7619,2.2392,51.7905,26.2349,0.36,0.4171
4431.2312,94.5964,8.7619,2.2677,49.2055,27.4015,0.3668,0.4297
4431.3836,92.6077,8.7619,2.31,55.5355,20.5704,0.3789,0.4437
4431.536,91.7262,8.7619,2.3302,52.7851,25.1471,0.3937,0.4629
4431.6884,89.9821,8.7619,2.3399,58.9997,25.8151,0.4082,0.4778
4431.8408,87.2474,8.8142,2.3727,60.947,23.3233,0.4222,0.4929
4431.9932,85.9519,8.8571,2.3653,81.5597,26.73,0.4389,0.5145
4432.1456,86.9507,8.8571,2.319,66.382,25.2137,0.4735,0.5344
4432.298,87.4814,8.8571,2.2924,56.1828,27.1076,0.5197,0.5686
4432.4504,90.9929,8.8571,2.2972,49.9263,23.6766,0.5524,0.6254
4432.6028,92.0578,8.8571,2.3252,49.0533,21.9308,0.6096,0.6999
4432.7552,89.9219,8.8571,2.3579,46.9362,20.4626,0.699,0.7764
4432.9076,85.905,8.8571,2.3768,50.1642,18.3814,0.7966,0.8421
4433.06,81.2285,8.8571,2.4158,50.7644,17.8988,0.901,0.9197
4433.2124,76.909,8.8747,2.4756,46.016,13.283,1.032,1.0207
4433.3648,72.9979,8.9524,2.5317,42.459,13.6847,1.1115,1.1245
4433.5172,67.5399,9.0681,2.5534,40.377,12.9223,1.1695,1.2113
4433.6696,62.4676,9.1429,2.5542,46.5111,13.1242,1.2002,1.2672
4433.822,63.1379,9.1429,2.5518,47.916,14.362,1.2142,1.2802
4433.9744,66.5724,9.1429,2.5526,47.2241,14.9539,1.2209,1.2596
4434.1268,68.2102,9.1429,2.5664,55.0718,15.1558,1.2229,1.2182
4434.2792,70.3654,9.1429,2.5753,63.748,18.4428,1.2131,1.1785
4434.4316,72.1915,9.1429,2.5651,70.5443,19.0979,1.2053,1.1525
4434.584,74.0043,9.1429,2.5516,76.1422,17.439,1.193,1.122
4434.7364,75.7806,9.0796,2.535,72.272,20.1962,1.154,1.083
4434.8888,77.2592,9.1429,2.5016,71.4323,22.6493,1.068,1.0325
4435.0412,78.5368,9.108,2.472,76.1422,23.5054,0.9661,0.9898
4435.1936,79.3398,9.0476,2.4501,68.2428,19.9166,0.8956,0.9483
4435.346,79.8467,9.0476,2.4205,65.9175,23.4163,0.8574,0.9033
4435.4984,81.3714,9.0476,2.3919,58.2753,20.9207,0.8081,0.8628
4435.6508,83.4597,9.0476,2.3759,59.8981,20.0377,0.7802,0.8241
4435.8032,84.9688,9.0476,2.3663,50.5771,20.9356,0.7677,0.8168
4435.9556,86.7275,9.0041,2.3518,47.3754,20.1036,0.7473,0.8213
4436.108,87.004,8.8597,2.3393,44.7405,20.311,0.719,0.7929
4436.2604,81.4633,8.8571,2.3741,42.5841,17.4281,0.7019,0.769
4436.4128,75.9812,8.8571,2.4326,38.5137,20.2731,0.6963,0.7637
4436.5652,74.7936,8.8571,2.4391,39.0456,20.5318,0.7034,0.7691
4436.7176,77.0115,8.8571,2.4115,47.448,22.1806,0.7151,0.7871
4436.87,79.7329,8.8571,2.4091,42.655,19.1498,0.7285,0.8124
4437.0224,81.2051,8.8512,2.4298,37.1193,14.0459,0.7527,0.8539
4437.1748,79.6816,8.7619,2.4488,38.8549,17.0136,0.794,0.9016
4437.3272,76.6967,8.7619,2.4577,44.5402,16.2541,0.837,0.9435
4437.4796,73.6888,8.7619,2.4772,42.1021,18.3253,0.8667,0.9779
4437.632,71.0919,8.8571,2.5084,33.4749,15.0191,0.8874,1.0008
4437.7844,69.3592,8.8571,2.5204,33.5431,15.3675,0.891,0.9783
4437.9368,70.218,8.8571,2.4854,44.7895,16.5082,0.8438,0.8587
4438.0892,72.5821,8.8571,2.4496,44.7895,18.0648,0.7959,0.7823
4438.2416,75.3972,8.7619,2.4113,39.3413,17.5499,0.7425,0.725
4438.394,78.4485,8.7619,2.3933,40.4925,20.2174,0.6948,0.6788
4438.5464,80.4112,8.7619,2.3816,44.7895,19.6876,0.6473,0.6294
4438.6988,83.1055,8.7619,2.3538,47.4034,22.9746,0.5776,0.5745
4438.8512,85.7862,8.7619,2.3145,50.1432,25.0846,0.5262,0.5381
4439.0036,88.8604,8.7619,2.2762,48.7681,21.5009,0.4868,0.518
4439.156,90.9142,8.7619,2.2513,50.9017,22.9073,0.4576,0.51
4439.3084,91.5495,8.7619,2.2455,48.6054,21.9887,0.4488,0.5143
4439.4608,91.6218,8.7619,2.258,47.8268,27.0037,0.459,0.5233
4439.6132,90.7388,8.7619,2.2761,50.2552,22.0189,0.4824,0.5395
4439.7656,90.8169,8.7619,2.3001,47.4812,24.9923,0.5069,0.5678
4439.918,88.3313,8.7619,2.3459,44.6968,22.0377,0.5346,0.6103
4440.0704,84.4263,8.8571,2.422,43.9794,22.9616,0.5812,0.6824
4440.2228,80.6774,8.8571,2.4616,38.5837,14.7644,0.637,0.7579
4440.3752,73.4672,8.8571,2.4923,38.9135,15.2717,0.6979,0.82
4440.5276,68.234,8.8571,2.5227,38.9371,14.8418,0.7803,0.8858
4440.68,70.9481,8.8571,2.5061,39.9291,14.7357,0.8813,0.9208
4440.8324,74.2026,8.8571,2.4691,45.3179,15.1652,0.9562,0.9485
4440.9848,75.0178,8.8571,2.4747,48.2152,16.4495,1.0006,0.9587
4441.1372,76.3592,8.8571,2.5145,44.0713,18.3808,0.9863,0.9446
4441.2896,75.2688,8.8571,2.5122,52.8271,19.5504,0.9194,0.8842
