DEPT [M],AC [US/F],CALI [IN],DEN [G/CC],GR [GAPI],NEU [%],RDEP [OHMM],RMED [OHMM]
2603.6504,nan,nan,nan,81.8858,nan,nan,nan
2603.8028,nan,nan,nan,81.4322,nan,nan,nan
2603.9552,nan,nan,nan,85.9189,nan,nan,nan
2604.1076,nan,nan,nan,90.7444,nan,nan,nan
2604.26,nan,nan,nan,94.0137,nan,nan,nan
2604.4124,nan,nan,nan,97.1689,nan,nan,nan
2604.5648,nan,nan,nan,100.3241,nan,nan,nan
2604.7172,nan,nan,nan,103.3081,nan,nan,nan
2604.8696,nan,nan,nan,99.1885,nan,nan,nan
2605.022,nan,nan,nan,94.8006,nan,nan,nan
2605.1744,nan,nan,nan,98.5716,nan,nan,nan
2605.3268,nan,nan,nan,102.7957,nan,nan,nan
2605.4792,nan,nan,nan,103.8564,nan,nan,nan
2605.6316,nan,nan,nan,104.5177,nan,nan,nan
2605.784,nan,nan,nan,96.7084,nan,nan,nan
2605.9364,nan,nan,nan,88.7313,nan,nan,nan
2606.0888,nan,nan,nan,94.5445,nan,nan,nan
2606.2412,nan,nan,nan,100.9924,nan,nan,nan
2606.3936,nan,nan,nan,101.0327,nan,nan,nan
2606.546,nan,nan,nan,100.6385,nan,nan,nan
2606.6984,nan,nan,nan,95.9825,nan,nan,nan
2606.8508,nan,nan,nan,91.2578,nan,nan,nan
2607.0032,nan,nan,nan,92.6823,nan,nan,nan
2607.1556,nan,nan,nan,94.3374,nan,nan,nan
2607.308,nan,nan,nan,93.3811,nan,nan,nan
2607.4604,nan,nan,nan,92.2732,nan,nan,nan
2607.6128,nan,nan,nan,89.6867,nan,nan,nan
2607.7652,nan,nan,nan,87.2837,nan,nan,nan
2607.9176,nan,nan,nan,94.9037,nan,nan,nan
2608.07,nan,nan,nan,102.5244,nan,nan,nan
2608.2224,nan,nan,nan,93.6855,nan,nan,nan
2608.3748,nan,nan,nan,84.51,nan,nan,nan
2608.5272,nan,nan,nan,87.5433,nan,nan,nan
2608.6796,nan,nan,nan,90.9436,nan,nan,nan
2608.832,nan,nan,nan,93.0876,nan,nan,nan
2608.9844,nan,nan,nan,95.1944,nan,nan,nan
2609.1368,nan,nan,nan,97.2979,nan,nan,nan
2609.2892,nan,nan,nan,99.4013,nan,nan,nan
2609.4416,nan,nan,nan,101.5014,nan,nan,nan
2609.594,nan,nan,nan,103.5365,nan,nan,nan
2609.7464,nan,nan,nan,102.5985,nan,nan,nan
2609.8988,nan,nan,nan,101.5935,nan,nan,nan
2610.0512,nan,nan,nan,100.5885,nan,nan,nan
2610.2036,nan,nan,nan,99.6681,nan,nan,nan
2610.356,nan,nan,nan,102.1895,nan,nan,nan
2610.5084,nan,nan,nan,104.6722,nan,nan,nan
2610.6608,nan,nan,nan,103.0154,nan,nan,nan
2610.8132,nan,nan,nan,101.3172,nan,nan,nan
2610.9656,nan,nan,nan,100.4425,nan,nan,nan
2611.118,nan,nan,nan,99.6482,nan,nan,nan
2611.2704,nan,nan,nan,101.7651,nan,nan,nan
2611.4228,nan,nan,nan,103.7661,nan,nan,nan
2611.5752,nan,nan,nan,99.8001,nan,nan,nan
2611.7276,nan,nan,nan,95.9493,nan,nan,nan
2611.88,nan,nan,nan,98.647,nan,nan,nan
2612.0324,nan,nan,nan,101.2605,nan,nan,nan
2612.1848,nan,nan,nan,99.1152,nan,nan,nan
2612.3372,nan,nan,nan,96.8904,nan,nan,nan
2612.4896,nan,nan,nan,92.1709,nan,nan,nan
2612.642,nan,nan,nan,87.6077,nan,nan,nan
2612.7944,nan,nan,nan,89.1123,nan,nan,nan
2612.9468,nan,nan,nan,90.6169,nan,nan,nan
2613.0992,nan,nan,nan,92.1241,nan,nan,nan
2613.2516,nan,nan,nan,93.6466,nan,nan,nan
2613.404,nan,nan,nan,95.8017,nan,nan,nan
2613.5564,nan,nan,nan,97.8631,nan,nan,nan
2613.7088,nan,nan,nan,97.2172,nan,nan,nan
2613.8612,nan,nan,nan,96.6847,nan,nan,nan
2614.0136,nan,nan,nan,99.0442,nan,nan,nan
2614.166,nan,nan,nan,101.3338,nan,nan,nan
2614.3184,nan,nan,nan,101.7658,nan,nan,nan
2614.4708,nan,nan,nan,102.1985,nan,nan,nan
2614.6232,nan,nan,nan,102.6298,nan,nan,nan
2614.7756,nan,nan,nan,102.9958,nan,nan,nan
2614.928,nan,nan,nan,101.9182,nan,nan,nan
2615.0804,nan,nan,nan,100.8389,nan,nan,nan
2615.2328,nan,nan,nan,99.7565,nan,nan,nan
2615.3852,nan,nan,nan,98.2977,nan,nan,nan
2615.5376,nan,nan,nan,89.2762,nan,nan,nan
2615.69,nan,nan,nan,80.7921,nan,nan,nan
2615.8424,nan,nan,nan,82.513,nan,nan,nan
2615.9948,nan,nan,nan,84.2311,nan,nan,nan
2616.1472,nan,nan,nan,85.9465,nan,nan,nan
2616.2996,nan,nan,nan,87.6646,nan,nan,nan
2616.452,nan,nan,nan,89.3855,nan,nan,nan
2616.6044,nan,nan,nan,91.1036,nan,nan,nan
2616.7568,nan,nan,nan,92.8202,nan,nan,nan
2616.9092,nan,nan,nan,94.432,nan,nan,nan
2617.0616,nan,nan,nan,94.432,nan,nan,nan
2617.214,nan,nan,nan,94.432,nan,nan,nan
2617.3664,nan,nan,nan,94.4298,nan,nan,nan
2617.5188,nan,nan,nan,94.2866,nan,nan,nan
2617.6712,nan,nan,nan,92.1476,nan,nan,nan
2617.8236,nan,nan,nan,90.177,nan,nan,nan
2617.976,nan,nan,nan,90.6035,nan,nan,nan
2618.1284,nan,nan,nan,91.0,nan,nan,nan
2618.2808,nan,nan,nan,91.0,nan,nan,nan
2618.4332,nan,nan,nan,91.0,nan,nan,nan
2618.5856,nan,nan,nan,91.0,nan,nan,nan
2618.738,nan,nan,nan,91.0,nan,nan,nan
2618.8904,nan,nan,nan,91.0011,nan,nan,nan
2619.0428,nan,nan,nan,91.0689,nan,nan,nan
2619.1952,nan,nan,nan,91.928,nan,nan,nan
2619.3476,nan,nan,nan,92.787,nan,nan,nan
2619.5,nan,nan,nan,93.6479,nan,nan,nan
2619.6524,nan,nan,nan,94.6151,nan,nan,nan
2619.8048,nan,nan,nan,96.7653,nan,nan,nan
2619.9572,nan,nan,nan,98.9155,nan,nan,nan
2620.1096,nan,nan,nan,101.061,nan,nan,nan
2620.262,nan,nan,nan,102.9451,nan,nan,nan
2620.4144,nan,nan,nan,102.0947,nan,nan,nan
2620.5668,nan,nan,nan,101.4249,nan,nan,nan
2620.7192,nan,nan,nan,102.5657,nan,nan,nan
2620.8716,nan,nan,nan,103.5505,nan,nan,nan
2621.024,nan,nan,nan,102.9778,nan,nan,nan
2621.1764,nan,nan,nan,102.4051,nan,nan,nan
2621.3288,nan,nan,nan,101.833,nan,nan,nan
2621.4812,nan,nan,nan,101.3457,nan,nan,nan
2621.6336,nan,nan,nan,101.632,nan,nan,nan
2621.786,nan,nan,nan,101.9184,nan,nan,nan
2621.9384,nan,nan,nan,102.2052,nan,nan,nan
2622.0908,nan,nan,nan,102.4915,nan,nan,nan
2622.2432,nan,nan,nan,102.7774,nan,nan,nan
2622.3956,nan,nan,nan,103.0638,nan,nan,nan
2622.548,nan,nan,nan,103.3495,nan,nan,nan
2622.7004,nan,nan,nan,103.6003,nan,nan,nan
2622.8528,nan,nan,nan,103.5587,nan,nan,nan
2623.0052,nan,nan,nan,103.517,nan,nan,nan
2623.1576,nan,nan,nan,103.4753,nan,nan,nan
2623.31,nan,nan,nan,103.4336,nan,nan,nan
2623.4624,nan,nan,nan,103.3919,nan,nan,nan
2623.6148,nan,nan,nan,103.3503,nan,nan,nan
2623.7672,nan,nan,nan,103.3085,nan,nan,nan
2623.9196,nan,nan,nan,103.2668,nan,nan,nan
2624.072,nan,nan,nan,103.2251,nan,nan,nan
2624.2244,nan,nan,nan,103.1834,nan,nan,nan
2624.3768,nan,nan,nan,103.1418,nan,nan,nan
2624.5292,nan,nan,nan,103.1001,nan,nan,nan
2624.6816,nan,nan,nan,103.0531,nan,nan,nan
2624.834,nan,nan,nan,102.7452,nan,nan,nan
2624.9864,nan,nan,nan,100.6027,nan,nan,nan
2625.1388,nan,nan,nan,98.5702,nan,nan,nan
2625.2912,nan,nan,nan,97.2818,nan,nan,nan
2625.4436,nan,nan,nan,nan,nan,nan,nan
2625.596,nan,nan,nan,nan,nan,nan,nan
2625.7484,nan,nan,nan,nan,nan,nan,nan
2625.9008,nan,nan,nan,nan,nan,nan,nan
2626.0532,nan,nan,nan,nan,nan,nan,nan
2626.2056,nan,nan,nan,nan,nan,nan,nan
2626.358,nan,nan,nan,nan,nan,nan,nan
2626.5104,nan,nan,nan,nan,nan,nan,nan
2626.6628,nan,nan,nan,nan,nan,nan,nan
2626.8152,nan,nan,nan,nan,nan,nan,nan
2626.9676,nan,nan,nan,nan,nan,nan,nan
2627.12,nan,nan,nan,nan,nan,nan,nan
2627.2724,nan,nan,nan,nan,nan,nan,nan
2627.4248,nan,nan,nan,nan,nan,nan,nan
2627.5772,nan,nan,nan,nan,nan,nan,nan
2627.7296,nan,nan,nan,nan,nan,nan,nan
2627.882,nan,nan,nan,nan,nan,nan,nan
2628.0344,nan,nan,nan,nan,nan,nan,nan
2628.1868,nan,nan,nan,nan,nan,nan,nan
2628.3392,nan,nan,nan,nan,nan,nan,nan
2628.4916,nan,nan,nan,nan,nan,nan,nan
2628.644,nan,nan,nan,nan,nan,nan,nan
2628.7964,nan,nan,nan,nan,nan,nan,nan
2628.9488,nan,nan,nan,nan,nan,nan,nan
2629.1012,nan,nan,nan,nan,nan,nan,nan
2629.2536,nan,nan,nan,nan,nan,nan,nan
2629.406,nan,nan,nan,nan,nan,nan,nan
2629.5584,nan,nan,nan,nan,nan,nan,nan
2629.7108,nan,nan,nan,nan,nan,nan,nan
2629.8632,nan,nan,nan,nan,nan,nan,nan
2630.0156,nan,nan,nan,nan,nan,nan,nan
2630.168,nan,nan,nan,nan,nan,nan,nan
2630.3204,nan,nan,nan,nan,nan,nan,nan
2630.4728,nan,nan,nan,nan,nan,nan,nan
2630.6252,nan,nan,nan,nan,nan,nan,nan
2630.7776,nan,nan,nan,nan,nan,nan,nan
2630.93,nan,nan,nan,nan,nan,nan,nan
2631.0824,nan,nan,nan,nan,nan,nan,nan
2631.2348,nan,nan,nan,nan,nan,nan,nan
2631.3872,nan,nan,nan,nan,nan,nan,nan
2631.5396,nan,nan,nan,nan,nan,nan,nan
2631.692,nan,nan,nan,nan,nan,nan,nan
2631.8444,nan,nan,nan,nan,nan,nan,nan
2631.9968,nan,nan,nan,nan,nan,nan,nan
2632.1492,nan,nan,nan,nan,nan,nan,nan
2632.3016,nan,nan,nan,nan,nan,nan,nan
2632.454,nan,nan,nan,nan,nan,nan,nan
2632.6064,nan,nan,nan,nan,nan,nan,nan
2632.7588,nan,nan,nan,nan,nan,nan,nan
2632.9112,nan,nan,nan,nan,nan,nan,nan
2633.0636,nan,nan,nan,nan,nan,nan,nan
2633.216,nan,nan,nan,nan,nan,nan,nan
2633.3684,nan,nan,nan,nan,nan,nan,nan
2633.5208,nan,nan,nan,nan,nan,nan,nan
2633.6732,nan,nan,nan,nan,nan,nan,nan
2633.8256,nan,nan,nan,nan,nan,nan,nan
2633.978,nan,nan,nan,nan,nan,nan,nan
2634.1304,nan,nan,nan,nan,nan,nan,nan
2634.2828,nan,nan,nan,nan,nan,nan,nan
2634.4352,nan,nan,nan,nan,nan,nan,nan
2634.5876,nan,nan,nan,nan,nan,nan,nan
2634.74,nan,nan,nan,nan,nan,nan,nan
2634.8924,nan,nan,nan,nan,nan,nan,nan
2635.0448,nan,nan,nan,nan,nan,nan,nan
2635.1972,nan,nan,nan,nan,nan,nan,nan
2635.3496,nan,nan,nan,nan,nan,nan,nan
2635.502,nan,nan,nan,nan,nan,nan,nan
2635.6544,nan,nan,nan,nan,nan,nan,nan
2635.8068,nan,nan,nan,nan,nan,nan,nan
2635.9592,nan,nan,nan,nan,nan,nan,nan
2636.1116,nan,nan,nan,nan,nan,nan,nan
2636.264,nan,nan,nan,nan,nan,nan,nan
2636.4164,nan,nan,nan,nan,nan,nan,nan
2636.5688,nan,nan,nan,nan,nan,nan,nan
2636.7212,nan,nan,nan,nan,nan,nan,nan
2636.8736,nan,nan,nan,nan,nan,nan,nan
2637.026,nan,nan,nan,nan,nan,nan,nan
2637.1784,nan,nan,nan,nan,nan,nan,nan
2637.3308,nan,nan,nan,nan,nan,nan,nan
2637.4832,nan,nan,nan,nan,nan,nan,nan
2637.6356,nan,nan,nan,nan,nan,nan,nan
2637.788,nan,nan,nan,nan,nan,nan,nan
2637.9404,nan,nan,nan,nan,nan,nan,nan
2638.0928,nan,nan,nan,nan,nan,nan,nan
2638.2452,nan,nan,nan,nan,nan,nan,nan
2638.3976,nan,nan,nan,nan,nan,nan,nan
2638.55,nan,nan,nan,nan,nan,nan,nan
2638.7024,nan,nan,nan,nan,nan,nan,nan
2638.8548,nan,nan,nan,nan,nan,nan,nan
2639.0072,nan,nan,nan,nan,nan,nan,nan
2639.1596,nan,nan,nan,nan,nan,nan,nan
2639.312,nan,nan,nan,nan,nan,nan,nan
2639.4644,nan,nan,nan,nan,nan,nan,nan
2639.6168,nan,nan,nan,nan,nan,nan,nan
2639.7692,nan,nan,nan,nan,nan,nan,nan
2639.9216,nan,nan,nan,nan,nan,nan,nan
2640.074,nan,nan,nan,nan,nan,nan,nan
2640.2264,nan,nan,nan,nan,nan,nan,nan
2640.3788,nan,nan,nan,nan,nan,nan,nan
2640.5312,nan,nan,nan,nan,nan,nan,nan
2640.6836,nan,nan,nan,nan,nan,nan,nan
2640.836,nan,nan,nan,nan,nan,nan,nan
2640.9884,nan,nan,nan,nan,nan,nan,nan
2641.1408,nan,nan,nan,nan,nan,nan,nan
2641.2932,nan,nan,nan,nan,nan,nan,nan
2641.4456,nan,nan,nan,nan,nan,nan,nan
2641.598,nan,nan,nan,nan,nan,nan,nan
2641.7504,nan,nan,nan,nan,nan,nan,nan
2641.9028,nan,nan,nan,nan,nan,nan,nan
2642.0552,nan,nan,nan,nan,nan,nan,nan
2642.2076,nan,nan,nan,nan,nan,nan,nan
2642.36,nan,nan,nan,nan,nan,nan,nan
2642.5124,nan,nan,nan,nan,nan,nan,nan
2642.6648,nan,nan,nan,nan,nan,nan,nan
2642.8172,nan,nan,nan,nan,nan,nan,nan
2642.9696,nan,nan,nan,nan,nan,nan,nan
2643.122,nan,nan,nan,nan,nan,nan,nan
2643.2744,nan,nan,nan,nan,nan,nan,nan
2643.4268,nan,nan,nan,nan,nan,nan,nan
2643.5792,nan,nan,nan,nan,nan,nan,nan
2643.7316,nan,nan,nan,nan,nan,nan,nan
2643.884,nan,nan,nan,nan,nan,nan,nan
2644.0364,nan,nan,nan,nan,nan,nan,nan
2644.1888,nan,nan,nan,nan,nan,nan,nan
2644.3412,nan,nan,nan,nan,nan,nan,nan
2644.4936,nan,nan,nan,nan,nan,nan,nan
2644.646,nan,nan,nan,nan,nan,nan,nan
2644.7984,nan,nan,nan,nan,nan,nan,nan
2644.9508,nan,nan,nan,nan,nan,nan,nan
2645.1032,nan,nan,nan,nan,nan,nan,nan
2645.2556,nan,nan,nan,nan,nan,nan,nan
2645.408,nan,nan,nan,nan,nan,nan,nan
2645.5604,nan,nan,nan,nan,nan,nan,nan
2645.7128,nan,nan,nan,nan,nan,nan,nan
2645.8652,nan,nan,nan,nan,nan,nan,nan
2646.0176,nan,nan,nan,nan,nan,nan,nan
2646.17,nan,nan,nan,nan,nan,nan,nan
2646.3224,nan,nan,nan,nan,nan,nan,nan
2646.4748,nan,nan,nan,nan,nan,nan,nan
2646.6272,nan,nan,nan,nan,nan,nan,nan
2646.7796,nan,nan,nan,nan,nan,nan,nan
2646.932,nan,nan,nan,nan,nan,nan,nan
2647.0844,nan,nan,nan,nan,nan,nan,nan
2647.2368,nan,nan,nan,nan,nan,nan,nan
2647.3892,nan,nan,nan,nan,nan,nan,nan
2647.5416,nan,nan,nan,nan,nan,nan,nan
2647.694,nan,nan,nan,nan,nan,nan,nan
2647.8464,nan,nan,nan,nan,nan,nan,nan
2647.9988,nan,nan,nan,nan,nan,nan,nan
2648.1512,nan,nan,nan,nan,nan,nan,nan
2648.3036,nan,nan,nan,nan,nan,nan,nan
2648.456,nan,nan,nan,nan,nan,nan,nan
2648.6084,nan,nan,nan,nan,nan,nan,nan
2648.7608,nan,nan,nan,nan,nan,nan,nan
2648.9132,nan,nan,nan,nan,nan,nan,nan
2649.0656,nan,nan,nan,nan,nan,nan,nan
2649.218,nan,nan,nan,nan,nan,nan,nan
2649.3704,nan,nan,nan,nan,nan,nan,nan
2649.5228,nan,nan,nan,nan,nan,nan,nan
2649.6752,nan,nan,nan,nan,nan,nan,nan
2649.8276,nan,nan,nan,nan,nan,nan,nan
2649.98,nan,nan,nan,nan,nan,nan,nan
2650.1324,nan,nan,nan,nan,nan,nan,nan
2650.2848,nan,nan,nan,nan,nan,nan,nan
2650.4372,nan,nan,nan,nan,nan,nan,nan
2650.5896,nan,nan,nan,nan,nan,nan,nan
2650.742,nan,nan,nan,nan,nan,nan,nan
2650.8944,nan,nan,nan,nan,nan,nan,nan
2651.0468,nan,nan,nan,nan,nan,nan,nan
2651.1992,nan,nan,nan,nan,nan,nan,nan
2651.3516,nan,nan,nan,nan,nan,nan,nan
2651.504,nan,nan,nan,nan,nan,nan,nan
2651.6564,nan,nan,nan,nan,nan,nan,nan
2651.8088,nan,nan,nan,nan,nan,nan,nan
2651.9612,nan,nan,nan,nan,nan,nan,nan
2652.1136,nan,nan,nan,nan,nan,nan,nan
2652.266,nan,nan,nan,nan,nan,nan,nan
2652.4184,nan,nan,nan,nan,nan,nan,nan
2652.5708,nan,nan,nan,nan,nan,nan,nan
2652.7232,nan,nan,nan,nan,nan,nan,nan
2652.8756,nan,nan,nan,nan,nan,nan,nan
2653.028,nan,nan,nan,nan,nan,nan,nan
2653.1804,nan,nan,nan,nan,nan,nan,nan
2653.3328,nan,nan,nan,nan,nan,nan,nan
2653.4852,nan,nan,nan,nan,nan,nan,nan
2653.6376,nan,nan,nan,nan,nan,nan,nan
2653.79,nan,nan,nan,nan,nan,nan,nan
2653.9424,nan,nan,nan,nan,nan,nan,nan
2654.0948,nan,nan,nan,nan,nan,nan,nan
2654.2472,nan,nan,nan,nan,nan,nan,nan
2654.3996,nan,nan,nan,nan,nan,nan,nan
2654.552,nan,nan,nan,nan,nan,nan,nan
2654.7044,nan,nan,nan,nan,nan,nan,nan
2654.8568,nan,nan,nan,nan,nan,nan,nan
2655.0092,nan,nan,nan,89.6185,nan,nan,nan
2655.1616,nan,nan,nan,90.4618,nan,nan,nan
2655.314,nan,nan,nan,90.8354,nan,nan,nan
2655.4664,nan,nan,nan,90.4043,nan,nan,nan
2655.6188,nan,nan,nan,89.974,nan,nan,nan
2655.7712,nan,nan,nan,89.5443,nan,nan,nan
2655.9236,nan,nan,nan,89.1139,nan,nan,nan
2656.076,nan,nan,nan,88.6959,nan,nan,nan
2656.2284,nan,nan,nan,88.8429,nan,nan,nan
2656.3808,nan,nan,nan,89.9205,nan,nan,nan
2656.5332,nan,nan,nan,90.9964,nan,nan,nan
2656.6856,nan,nan,nan,92.0533,nan,nan,nan
2656.838,nan,nan,nan,92.214,nan,nan,nan
2656.9904,nan,nan,nan,90.9306,nan,nan,nan
2657.1428,nan,nan,nan,89.9766,nan,nan,nan
2657.2952,nan,nan,nan,89.5693,nan,nan,nan
2657.4476,nan,nan,nan,89.9838,nan,nan,nan
2657.6,nan,nan,nan,91.6788,nan,nan,nan
2657.7524,nan,nan,nan,92.3769,nan,nan,nan
2657.9048,nan,nan,nan,91.5226,nan,nan,nan
2658.0572,nan,nan,nan,91.0886,nan,nan,nan
2658.2096,nan,nan,nan,91.3037,nan,nan,nan
2658.362,nan,nan,nan,91.3475,nan,nan,nan
2658.5144,nan,nan,nan,91.1464,nan,nan,nan
2658.6668,nan,nan,nan,91.7069,nan,nan,nan
2658.8192,nan,nan,nan,93.4014,nan,nan,nan
2658.9716,nan,nan,nan,94.0785,nan,nan,nan
2659.124,nan,nan,nan,93.2383,nan,nan,nan
2659.2764,nan,nan,nan,92.9949,nan,nan,nan
2659.4288,nan,nan,nan,93.6197,nan,nan,nan
2659.5812,nan,nan,nan,93.3835,nan,nan,nan
2659.7336,nan,nan,nan,91.8797,nan,nan,nan
2659.886,nan,nan,nan,90.6401,nan,nan,nan
2660.0384,nan,nan,nan,89.8062,nan,nan,nan
2660.1908,nan,nan,nan,89.8392,nan,nan,nan
2660.3432,nan,nan,nan,91.1253,nan,nan,nan
2660.4956,nan,nan,nan,92.4113,nan,nan,nan
2660.648,nan,nan,nan,93.688,nan,nan,nan
2660.8004,nan,nan,nan,94.5569,nan,nan,nan
2660.9528,nan,nan,nan,94.8363,nan,nan,nan
2661.1052,nan,nan,nan,94.6023,nan,nan,nan
2661.2576,nan,nan,nan,93.6478,nan,nan,nan
2661.41,nan,nan,nan,92.6932,nan,nan,nan
2661.5624,nan,nan,nan,91.7372,nan,nan,nan
2661.7148,nan,nan,nan,90.7842,nan,nan,nan
2661.8672,nan,nan,nan,89.8506,nan,nan,nan
2662.0196,nan,nan,nan,89.8127,nan,nan,nan
2662.172,nan,nan,nan,90.9946,nan,nan,nan
2662.3244,nan,nan,nan,92.1785,nan,nan,nan
2662.4768,nan,nan,nan,93.3319,nan,nan,nan
2662.6292,nan,nan,nan,93.3459,nan,nan,nan
2662.7816,nan,nan,nan,91.8682,nan,nan,nan
2662.934,nan,nan,nan,91.7695,nan,nan,nan
2663.0864,nan,nan,nan,93.4704,nan,nan,nan
2663.2388,nan,nan,nan,94.432,nan,nan,nan
2663.3912,nan,nan,nan,94.4221,nan,nan,nan
2663.5436,nan,nan,nan,93.989,nan,nan,nan
2663.696,nan,nan,nan,93.0056,nan,nan,nan
2663.8484,nan,nan,nan,92.0238,nan,nan,nan
2664.0008,nan,nan,nan,91.0436,nan,nan,nan
2664.1532,nan,nan,nan,90.0618,nan,nan,nan
2664.3056,nan,nan,nan,89.0784,nan,nan,nan
2664.458,nan,nan,nan,88.0966,nan,nan,nan
2664.6104,nan,nan,nan,87.1149,nan,nan,nan
2664.7628,nan,nan,nan,86.1346,nan,nan,nan
2664.9152,nan,nan,nan,85.1528,nan,nan,nan
2665.0676,nan,nan,nan,84.1695,nan,nan,nan
2665.22,nan,nan,nan,83.1877,nan,nan,nan
2665.3724,nan,nan,nan,82.2059,nan,nan,nan
2665.5248,nan,nan,nan,81.2811,nan,nan,nan
2665.6772,nan,nan,nan,82.7262,nan,nan,nan
2665.8296,nan,nan,nan,86.9992,nan,nan,nan
2665.982,nan,nan,nan,90.1062,nan,nan,nan
2666.1344,nan,nan,nan,91.8243,nan,nan,nan
2666.2868,nan,nan,nan,93.5397,nan,nan,nan
2666.4392,nan,nan,nan,95.2531,nan,nan,nan
2666.5916,nan,nan,nan,96.6419,nan,nan,nan
2666.744,nan,nan,nan,97.655,nan,nan,nan
2666.8964,nan,nan,nan,98.6664,nan,nan,nan
2667.0488,nan,nan,nan,99.6811,nan,nan,nan
2667.2012,nan,nan,nan,100.6941,nan,nan,nan
2667.3536,nan,nan,nan,101.7072,nan,nan,nan
2667.506,nan,nan,nan,102.7202,nan,nan,nan
2667.6584,nan,nan,nan,103.7316,nan,nan,nan
2667.8108,nan,nan,nan,104.7463,nan,nan,nan
2667.9632,nan,nan,nan,105.7593,nan,nan,nan
2668.1156,nan,nan,nan,106.7724,nan,nan,nan
2668.268,nan,nan,nan,107.7854,nan,nan,nan
2668.4204,nan,nan,nan,108.7985,nan,nan,nan
2668.5728,nan,nan,nan,109.8003,nan,nan,nan
2668.7252,nan,nan,nan,nan,nan,nan,nan
2668.8776,nan,nan,nan,nan,nan,nan,nan
2669.03,nan,nan,nan,nan,nan,nan,nan
2669.1824,nan,nan,nan,nan,nan,nan,nan
2669.3348,nan,nan,nan,nan,nan,nan,nan
2669.4872,nan,nan,nan,nan,nan,nan,nan
2669.6396,nan,nan,nan,nan,nan,nan,nan
2669.792,nan,nan,nan,nan,nan,nan,nan
2669.9444,nan,nan,nan,nan,nan,nan,nan
2670.0968,nan,nan,nan,nan,nan,nan,nan
2670.2492,nan,nan,nan,nan,nan,nan,nan
2670.4016,nan,nan,nan,nan,nan,nan,nan
2670.554,nan,nan,nan,nan,nan,nan,nan
2670.7064,nan,nan,nan,nan,nan,nan,nan
2670.8588,nan,nan,nan,nan,nan,nan,nan
2671.0112,nan,nan,nan,nan,nan,nan,nan
2671.1636,nan,nan,nan,nan,nan,nan,nan
2671.316,nan,nan,nan,nan,nan,nan,nan
2671.4684,nan,nan,nan,nan,nan,nan,nan
2671.6208,nan,nan,nan,nan,nan,nan,nan
2671.7732,nan,nan,nan,nan,nan,nan,nan
2671.9256,nan,nan,nan,nan,nan,nan,nan
2672.078,nan,nan,nan,nan,nan,nan,nan
2672.2304,nan,nan,nan,nan,nan,nan,nan
2672.3828,nan,nan,nan,nan,nan,nan,nan
2672.5352,nan,nan,nan,nan,nan,nan,nan
2672.6876,nan,nan,nan,nan,nan,nan,nan
2672.84,nan,nan,nan,nan,nan,nan,nan
2672.9924,nan,nan,nan,nan,nan,nan,nan
2673.1448,nan,nan,nan,nan,nan,nan,nan
2673.2972,nan,nan,nan,nan,nan,nan,nan
2673.4496,nan,nan,nan,nan,nan,nan,nan
2673.602,nan,nan,nan,nan,nan,nan,nan
2673.7544,nan,nan,nan,nan,nan,nan,nan
2673.9068,nan,nan,nan,nan,nan,nan,nan
2674.0592,nan,nan,nan,nan,nan,nan,nan
2674.2116,nan,nan,nan,nan,nan,nan,nan
2674.364,nan,nan,nan,nan,nan,nan,nan
2674.5164,nan,nan,nan,nan,nan,nan,nan
2674.6688,nan,nan,nan,nan,nan,nan,nan
2674.8212,nan,nan,nan,nan,nan,nan,nan
2674.9736,nan,nan,nan,nan,nan,nan,nan
2675.126,nan,nan,nan,nan,nan,nan,nan
2675.2784,nan,nan,nan,nan,nan,nan,nan
2675.4308,nan,nan,nan,nan,nan,nan,nan
2675.5832,nan,nan,nan,nan,nan,nan,nan
2675.7356,nan,nan,nan,nan,nan,nan,nan
2675.888,nan,nan,nan,nan,nan,nan,nan
2676.0404,nan,nan,nan,nan,nan,nan,nan
2676.1928,nan,nan,nan,nan,nan,nan,nan
2676.3452,nan,nan,nan,nan,nan,nan,nan
2676.4976,nan,nan,nan,nan,nan,nan,nan
2676.65,nan,nan,nan,nan,nan,nan,nan
2676.8024,nan,nan,nan,nan,nan,nan,nan
2676.9548,nan,nan,nan,nan,nan,nan,nan
2677.1072,nan,nan,nan,nan,nan,nan,nan
2677.2596,nan,nan,nan,nan,nan,nan,nan
2677.412,nan,nan,nan,nan,nan,nan,nan
2677.5644,nan,nan,nan,nan,nan,nan,nan
2677.7168,nan,nan,nan,nan,nan,nan,nan
2677.8692,nan,nan,nan,nan,nan,nan,nan
2678.0216,nan,nan,nan,nan,nan,nan,nan
2678.174,nan,nan,nan,nan,nan,nan,nan
2678.3264,nan,nan,nan,nan,nan,nan,nan
2678.4788,nan,nan,nan,nan,nan,nan,nan
2678.6312,nan,nan,nan,nan,nan,nan,nan
2678.7836,nan,nan,nan,nan,nan,nan,nan
2678.936,nan,nan,nan,nan,nan,nan,nan
2679.0884,nan,nan,nan,nan,nan,nan,nan
2679.2408,nan,nan,nan,nan,nan,nan,nan
2679.3932,nan,nan,nan,nan,nan,nan,nan
2679.5456,nan,nan,nan,nan,nan,nan,nan
2679.698,nan,nan,nan,nan,nan,nan,nan
2679.8504,nan,nan,nan,nan,nan,nan,nan
2680.0028,nan,nan,nan,nan,nan,nan,nan
2680.1552,nan,nan,nan,nan,nan,nan,nan
