Wellbore name	Top depth [m]	Bottom depth [m]	Lithostrat. unit	Level	NPDID lithostrat. unit	Wellbore completion date	NPDID wellbore	Date updated	Date sync NPD
15/9-19 A	2777.5	2801.5	GRID FM	FORMATION	53	35743	3145		22.06.2018
15/9-19 A	2801.5	2961	NO FORMAL NAME	FORMATION	111	35743	3145		22.06.2018
15/9-19 A	2961	3021	BALDER FM	FORMATION	6	35743	3145		22.06.2018
15/9-19 A	3021	3101.5	SELE FM	FORMATION	142	35743	3145		22.06.2018
15/9-19 A	3101.5	3178	LISTA FM	FORMATION	95	35743	3145		22.06.2018
15/9-19 A	3178	3312.5	HEIMDAL FM	FORMATION	62	35743	3145		22.06.2018
15/9-19 A	3312.5	3327.5	EKOFISK FM	FORMATION	33	35743	3145		22.06.2018
15/9-19 A	3327.5	3476	TOR FM	FORMATION	171	35743	3145		22.06.2018
15/9-19 A	3476	3583.5	HOD FM	FORMATION	66	35743	3145		22.06.2018
15/9-19 A	3583.5	3637	TRYGGVASON FM	FORMATION	173	35743	3145		22.06.2018
15/9-19 A	3637	3651	BLODØKS FM	FORMATION	13	35743	3145		22.06.2018
15/9-19 A	3651	3655	SVARTE FM	FORMATION	160	35743	3145		22.06.2018
15/9-19 A	3655	3663	RØDBY FM	FORMATION	137	35743	3145		22.06.2018
15/9-19 A	3663	3666.5	ÅSGARD FM	FORMATION	198	35743	3145		22.06.2018
15/9-19 A	3666.5	3706	DRAUPNE FM	FORMATION	28	35743	3145		22.06.2018
15/9-19 A	3706	3796.5	HEATHER FM	FORMATION	60	35743	3145		22.06.2018
15/9-19 A	3796.5	3966.3	HUGIN FM	FORMATION	69	35743	3145		22.06.2018
15/9-19 A	3966.3	4097	SKAGERRAK FM	FORMATION	146	35743	3145		22.06.2018
15/9-19 A	4097	4131	SMITH BANK FM	FORMATION	149	35743	3145		22.06.2018
15/9-19 B	850	1110.5	UTSIRA FM	FORMATION	183	35828	3251		22.06.2018
15/9-19 B	1316	1453.5	SKADE FM	FORMATION	145	35828	3251		22.06.2018
15/9-19 B	1453.5	2781.5	NO FORMAL NAME	FORMATION	111	35828	3251		22.06.2018
15/9-19 B	2781.5	2832	GRID FM	FORMATION	53	35828	3251		22.06.2018
15/9-19 B	2832	2971.5	NO FORMAL NAME	FORMATION	111	35828	3251		22.06.2018
15/9-19 B	2971.5	3040	BALDER FM	FORMATION	6	35828	3251		22.06.2018
15/9-19 B	3040	3123	SELE FM	FORMATION	142	35828	3251		22.06.2018
15/9-19 B	3123	3209	LISTA FM	FORMATION	95	35828	3251		22.06.2018
15/9-19 B	3209	3374.5	HEIMDAL FM	FORMATION	62	35828	3251		22.06.2018
15/9-19 B	3374.5	3403	EKOFISK FM	FORMATION	33	35828	3251		22.06.2018
15/9-19 B	3403	3557.5	TOR FM	FORMATION	171	35828	3251		22.06.2018
15/9-19 B	3557.5	3654	HOD FM	FORMATION	66	35828	3251		22.06.2018
15/9-19 B	3654	3678	TRYGGVASON FM	FORMATION	173	35828	3251		22.06.2018
15/9-19 B	3678	3701	BLODØKS FM	FORMATION	13	35828	3251		22.06.2018
15/9-19 B	3701	3713	SVARTE FM	FORMATION	160	35828	3251		22.06.2018
15/9-19 B	3713	3740	RØDBY FM	FORMATION	137	35828	3251		22.06.2018
15/9-19 B	3740	3750	SOLA FM	FORMATION	152	35828	3251		22.06.2018
15/9-19 B	3750	3768	ÅSGARD FM	FORMATION	198	35828	3251		22.06.2018
15/9-19 B	3768	3780	DRAUPNE FM	FORMATION	28	35828	3251		22.06.2018
15/9-19 B	3780	3993	HEATHER FM	FORMATION	60	35828	3251		22.06.2018
15/9-19 B	3993	4036	INTRA HEATHER FM SS	FORMATION	59	35828	3251		22.06.2018
15/9-19 B	4036	4179	HUGIN FM	FORMATION	69	35828	3251		22.06.2018
15/9-19 B	4179	4214	SLEIPNER FM	FORMATION	148	35828	3251		22.06.2018
15/9-19 B	4214	4250	SMITH BANK FM	FORMATION	149	35828	3251		22.06.2018
15/9-19 S	847	1107.5	UTSIRA FM	FORMATION	183	34000	2043		22.06.2018
15/9-19 S	1313	1450.5	SKADE FM	FORMATION	145	34000	2043		22.06.2018
15/9-19 S	1450.5	3008	NO FORMAL NAME	FORMATION	111	34000	2043		22.06.2018
15/9-19 S	3008	3240	GRID FM	FORMATION	53	34000	2043		22.06.2018
15/9-19 S	3240	3301.6	NO FORMAL NAME	FORMATION	111	34000	2043		22.06.2018
15/9-19 S	3301.6	3402.5	BALDER FM	FORMATION	6	34000	2043		22.06.2018
15/9-19 S	3402.5	3483	SELE FM	FORMATION	142	34000	2043		22.06.2018
15/9-19 S	3483	3580	LISTA FM	FORMATION	95	34000	2043		22.06.2018
15/9-19 SR	846	1080	UTSIRA FM	FORMATION	183	34088	2105		22.06.2018
15/9-19 SR2	850	1110.5	UTSIRA FM	FORMATION	183	35636	3180		22.06.2018
15/9-19 SR	1080	1107.5	UNDIFFERENTIATED	FORMATION	182	34088	2105		22.06.2018
15/9-19 SR	1313	1450.5	SKADE FM	FORMATION	145	34088	2105	41692	22.06.2018
15/9-19 SR2	1316	1453.5	SKADE FM	FORMATION	145	35636	3180		22.06.2018
15/9-19 SR	1450.5	3008	NO FORMAL NAME	FORMATION	111	34088	2105	41692	22.06.2018
15/9-19 SR2	1453.5	3011	NO FORMAL NAME	FORMATION	111	35636	3180		22.06.2018
15/9-19 SR	3008	3240	GRID FM	FORMATION	53	34088	2105	41692	22.06.2018
15/9-19 SR2	3011	3243	GRID FM	FORMATION	53	35636	3180		22.06.2018
15/9-19 SR	3240	3301.6	NO FORMAL NAME	FORMATION	111	34088	2105	41692	22.06.2018
15/9-19 SR2	3243	3304.6	NO FORMAL NAME	FORMATION	111	35636	3180		22.06.2018
15/9-19 SR	3301.6	3402.5	BALDER FM	FORMATION	6	34088	2105	41692	22.06.2018
15/9-19 SR2	3304.6	3405.5	BALDER FM	FORMATION	6	35636	3180		22.06.2018
15/9-19 SR	3402.5	3483	SELE FM	FORMATION	142	34088	2105	41692	22.06.2018
15/9-19 SR2	3405.5	3486	SELE FM	FORMATION	142	35636	3180		22.06.2018
15/9-19 SR	3483	3622.5	LISTA FM	FORMATION	95	34088	2105	41692	22.06.2018
15/9-19 SR2	3486	3625.5	LISTA FM	FORMATION	95	35636	3180		22.06.2018
15/9-19 SR	3622.5	3827	HEIMDAL FM	FORMATION	62	34088	2105	41692	22.06.2018
15/9-19 SR2	3625.5	3830	HEIMDAL FM	FORMATION	62	35636	3180		22.06.2018
15/9-19 SR	3827	3850	EKOFISK FM	FORMATION	33	34088	2105	41692	22.06.2018
15/9-19 SR2	3830	3853	EKOFISK FM	FORMATION	33	35636	3180		22.06.2018
15/9-19 SR	3850	4046.5	TOR FM	FORMATION	171	34088	2105	41692	22.06.2018
15/9-19 SR2	3853	4049.5	TOR FM	FORMATION	171	35636	3180		22.06.2018
15/9-19 SR	4046.5	4110	HOD FM	FORMATION	66	34088	2105	41692	22.06.2018
15/9-19 SR2	4049.5	4113	HOD FM	FORMATION	66	35636	3180		22.06.2018
15/9-19 SR	4110	4150	TRYGGVASON FM	FORMATION	173	34088	2105	41692	22.06.2018
15/9-19 SR2	4113	4153	TRYGGVASON FM	FORMATION	173	35636	3180		22.06.2018
15/9-19 SR	4150	4167.5	BLODØKS FM	FORMATION	13	34088	2105	41692	22.06.2018
15/9-19 SR2	4153	4170.5	BLODØKS FM	FORMATION	13	35636	3180		22.06.2018
15/9-19 SR	4167.5	4176	SVARTE FM	FORMATION	160	34088	2105	41692	22.06.2018
15/9-19 SR2	4170.5	4179	SVARTE FM	FORMATION	160	35636	3180		22.06.2018
15/9-19 SR	4176	4187.5	RØDBY FM	FORMATION	137	34088	2105	41692	22.06.2018
15/9-19 SR2	4179	4190.5	RØDBY FM	FORMATION	137	35636	3180		22.06.2018
15/9-19 SR	4187.5	4201	SOLA FM	FORMATION	152	34088	2105	41692	22.06.2018
15/9-19 SR2	4190.5	4204	SOLA FM	FORMATION	152	35636	3180		22.06.2018
15/9-19 SR	4201	4304	ÅSGARD FM	FORMATION	198	34088	2105	41692	22.06.2018
15/9-19 SR2	4204	4307	ÅSGARD FM	FORMATION	198	35636	3180		22.06.2018
15/9-19 SR	4304	4309.5	DRAUPNE FM	FORMATION	28	34088	2105	41692	22.06.2018
15/9-19 SR2	4307	4312.5	DRAUPNE FM	FORMATION	28	35636	3180		22.06.2018
15/9-19 SR	4309.5	4316.5	HEATHER FM	FORMATION	60	34088	2105	41692	22.06.2018
15/9-19 SR2	4312.5	4319.5	HEATHER FM	FORMATION	60	35636	3180		22.06.2018
15/9-19 SR	4316.5	4340	HUGIN FM	FORMATION	69	34088	2105	41692	22.06.2018
15/9-19 SR2	4319.5	4343	HUGIN FM	FORMATION	69	35636	3180		22.06.2018
15/9-19 SR	4340	4641	SKAGERRAK FM	FORMATION	146	34088	2105	41692	22.06.2018
15/9-19 SR2	4343	4644	SKAGERRAK FM	FORMATION	146	35636	3180		22.06.2018
15/9-20 S	911	1131	UTSIRA FM	FORMATION	183	34486	2319		22.06.2018
15/9-20 S	1278.5	1308	SKADE FM	FORMATION	145	34486	2319		22.06.2018
15/9-20 S	1308	2644.5	NO FORMAL NAME	FORMATION	111	34486	2319		22.06.2018
15/9-20 S	2644.5	2712.5	BALDER FM	FORMATION	6	34486	2319		22.06.2018
15/9-20 S	2712.5	2820	SELE FM	FORMATION	142	34486	2319		22.06.2018
15/9-20 S	2820	2931	LISTA FM	FORMATION	95	34486	2319		22.06.2018
15/9-20 S	2931	3035	HEIMDAL FM	FORMATION	62	34486	2319		22.06.2018
15/9-20 S	3035	3195	TOR FM	FORMATION	171	34486	2319		22.06.2018
15/9-20 S	3195	3239	HOD FM	FORMATION	66	34486	2319		22.06.2018
15/9-20 S	3239	3247	BLODØKS FM	FORMATION	13	34486	2319		22.06.2018
15/9-20 S	3247	3249	DRAUPNE FM	FORMATION	28	34486	2319		22.06.2018
15/9-20 S	3249	3258.5	HEATHER FM	FORMATION	60	34486	2319		22.06.2018
15/9-20 S	3258.5	3503	SKAGERRAK FM	FORMATION	146	34486	2319		22.06.2018
15/9-20 S	3503	3626	SMITH BANK FM	FORMATION	149	34486	2319	42640	22.06.2018
15/9-21 S	873	1144	UTSIRA FM	FORMATION	183	35938	3334		22.06.2018
15/9-21 S	2225	2255	SKADE FM	FORMATION	145	35938	3334		22.06.2018
15/9-21 S	2255	2447	NO FORMAL NAME	FORMATION	111	35938	3334		22.06.2018
15/9-21 S	2447	2481	GRID FM	FORMATION	53	35938	3334		22.06.2018
15/9-21 S	2481	2619.5	NO FORMAL NAME	FORMATION	111	35938	3334		22.06.2018
15/9-21 S	2619.5	2704.3	BALDER FM	FORMATION	6	35938	3334		22.06.2018
15/9-21 S	2704.3	2815.3	SELE FM	FORMATION	142	35938	3334		22.06.2018
15/9-21 S	2815.3	2890.6	LISTA FM	FORMATION	95	35938	3334		22.06.2018
15/9-21 S	2890.6	3222.5	HEIMDAL FM	FORMATION	62	35938	3334		22.06.2018
15/9-21 S	3222.5	3352	LISTA FM	FORMATION	95	35938	3334		22.06.2018
15/9-21 S	3352	3428	TY FM	FORMATION	176	35938	3334		22.06.2018
15/9-21 S	3428	3437	VÅLE FM	FORMATION	190	35938	3334		22.06.2018
15/9-21 S	3437	3512.5	EKOFISK FM	FORMATION	33	35938	3334		22.06.2018
15/9-21 S	3512.5	3743	TOR FM	FORMATION	171	35938	3334		22.06.2018
15/9-21 S	3743	4137.5	HOD FM	FORMATION	66	35938	3334		22.06.2018
15/9-21 S	4137.5	4208	BLODØKS FM	FORMATION	13	35938	3334		22.06.2018
15/9-21 S	4208	4272	SVARTE FM	FORMATION	160	35938	3334		22.06.2018
15/9-21 S	4272	4320.3	RØDBY FM	FORMATION	137	35938	3334		22.06.2018
15/9-21 S	4320.3	4362	SOLA FM	FORMATION	152	35938	3334		22.06.2018
15/9-21 S	4362	4431	ÅSGARD FM	FORMATION	198	35938	3334		22.06.2018
15/9-21 S	4431	4700	DRAUPNE FM	FORMATION	28	35938	3334		22.06.2018
15/9-21 S	4700	4737	HEATHER FM	FORMATION	60	35938	3334		22.06.2018
15/9-21 S	4737	4766.5	INTRA HEATHER FM SS	FORMATION	59	35938	3334		22.06.2018
15/9-21 S	4766.5	5032.4	HUGIN FM	FORMATION	69	35938	3334		22.06.2018
15/9-21 S	5032.4	5126	SLEIPNER FM	FORMATION	148	35938	3334		22.06.2018
15/9-22	877	1114	UTSIRA FM	FORMATION	183	38789	5174		22.06.2018
15/9-22	1443	1477	SKADE FM	FORMATION	145	38789	5174		22.06.2018
15/9-22	1477	1975	NO FORMAL NAME	FORMATION	111	38789	5174		22.06.2018
15/9-22	1975	2236	GRID FM	FORMATION	53	38789	5174		22.06.2018
15/9-22	2236	2355	NO FORMAL NAME	FORMATION	111	38789	5174		22.06.2018
15/9-22	2355	2398	BALDER FM	FORMATION	6	38789	5174		22.06.2018
15/9-22	2398	2453	SELE FM	FORMATION	142	38789	5174		22.06.2018
15/9-22	2453	2509	LISTA FM	FORMATION	95	38789	5174		22.06.2018
15/9-22	2509	2702	HEIMDAL FM	FORMATION	62	38789	5174		22.06.2018
15/9-22	2702	2794	LISTA FM	FORMATION	95	38789	5174		22.06.2018
15/9-22	2794	2838	EKOFISK FM	FORMATION	33	38789	5174		22.06.2018
15/9-22	2838	3036	TOR FM	FORMATION	171	38789	5174		22.06.2018
15/9-22	3036	3211	HOD FM	FORMATION	66	38789	5174		22.06.2018
15/9-22	3211	3323	BLODØKS FM	FORMATION	13	38789	5174		22.06.2018
15/9-22	3323	3399.5	RØDBY FM	FORMATION	137	38789	5174		22.06.2018
15/9-22	3399.5	3548	DRAUPNE FM	FORMATION	28	38789	5174		22.06.2018
15/9-22	3548	3572	HEATHER FM	FORMATION	60	38789	5174		22.06.2018
15/9-22	3572	3713	HUGIN FM	FORMATION	69	38789	5174		22.06.2018
15/9-22	3713	3756	SLEIPNER FM	FORMATION	148	38789	5174		22.06.2018
15/9-22	3756	3923	SKAGERRAK FM	FORMATION	146	38789	5174		22.06.2018
15/9-23	891	1133	UTSIRA FM	FORMATION	183	40181	6186		22.06.2018
15/9-23	1271	1285	SKADE FM	FORMATION	145	40181	6186		22.06.2018
15/9-23	1285	2092	NO FORMAL NAME	FORMATION	111	40181	6186		22.06.2018
15/9-23	2092	2110	FRIGG FM	FORMATION	45	40181	6186		22.06.2018
15/9-23	2110	2137	NO FORMAL NAME	FORMATION	111	40181	6186		22.06.2018
15/9-23	2137	2161	FRIGG FM	FORMATION	45	40181	6186		22.06.2018
15/9-23	2161	2323	NO FORMAL NAME	FORMATION	111	40181	6186		22.06.2018
15/9-23	2323	2345	BALDER FM	FORMATION	6	40181	6186		22.06.2018
15/9-23	2345	2417	SELE FM	FORMATION	142	40181	6186		22.06.2018
15/9-23	2417	2524	LISTA FM	FORMATION	95	40181	6186		22.06.2018
15/9-23	2524	2548	TY FM	FORMATION	176	40181	6186		22.06.2018
15/9-23	2548	2551	EKOFISK FM	FORMATION	33	40181	6186		22.06.2018
15/9-23	2551	2730	TOR FM	FORMATION	171	40181	6186		22.06.2018
15/9-23	2730	2811	HOD FM	FORMATION	66	40181	6186		22.06.2018
15/9-23	2811	2858	BLODØKS FM	FORMATION	13	40181	6186		22.06.2018
15/9-23	2858	2889	HIDRA FM	FORMATION	65	40181	6186		22.06.2018
15/9-23	2889	2898	RØDBY FM	FORMATION	137	40181	6186		22.06.2018
15/9-23	2898	2917	SOLA FM	FORMATION	152	40181	6186		22.06.2018
15/9-23	2917	2929	TUXEN FM	FORMATION	175	40181	6186		22.06.2018
15/9-23	2929	2938	ÅSGARD FM	FORMATION	198	40181	6186		22.06.2018
15/9-23	2938	3038	DRAUPNE FM	FORMATION	28	40181	6186		22.06.2018
15/9-23	3038	3087	HEATHER FM	FORMATION	60	40181	6186		22.06.2018
15/9-23	3087	3169	SLEIPNER FM	FORMATION	148	40181	6186		22.06.2018
15/9-23	3169	3225	SKAGERRAK FM	FORMATION	146	40181	6186		22.06.2018
15/9-24	887	1023	UTSIRA FM	FORMATION	183	40339	6381		22.06.2018
15/9-24	1200	1292	SKADE FM	FORMATION	145	40339	6381		22.06.2018
15/9-24	1292	2131	NO FORMAL NAME	FORMATION	111	40339	6381		22.06.2018
15/9-24	2131	2166	BALDER FM	FORMATION	6	40339	6381		22.06.2018
15/9-24	2166	2244	SELE FM	FORMATION	142	40339	6381		22.06.2018
15/9-24	2244	2317	LISTA FM	FORMATION	95	40339	6381		22.06.2018
15/9-24	2317	2323	VÅLE FM	FORMATION	190	40339	6381		22.06.2018
15/9-24	2323	2329	EKOFISK FM	FORMATION	33	40339	6381		22.06.2018
15/9-24	2329	2400	TOR FM	FORMATION	171	40339	6381		22.06.2018
15/12-1	955	1061	UTSIRA FM	FORMATION	183	27643	94	42124	22.06.2018
15/12-1	1061	1277	UNDIFFERENTIATED	FORMATION	182	27643	94		22.06.2018
15/12-1	2256	2277	GRID FM	FORMATION	53	27643	94		22.06.2018
15/12-1	2277	2395	NO FORMAL NAME	FORMATION	111	27643	94		22.06.2018
15/12-1	2395	2425	BALDER FM	FORMATION	6	27643	94		22.06.2018
15/12-1	2425	2490	SELE FM	FORMATION	142	27643	94		22.06.2018
15/12-1	2490	2634	LISTA FM	FORMATION	95	27643	94		22.06.2018
15/12-1	2634	2643	MAUREEN FM	FORMATION	102	27643	94		22.06.2018
15/12-1	2643	2738	EKOFISK FM	FORMATION	33	27643	94		22.06.2018
15/12-1	2738	2884	TOR FM	FORMATION	171	27643	94		22.06.2018
15/12-1	2884	2954	HOD FM	FORMATION	66	27643	94		22.06.2018
15/12-1	2954	2961	BLODØKS FM	FORMATION	13	27643	94		22.06.2018
15/12-1	2961	2992	SVARTE FM	FORMATION	160	27643	94		22.06.2018
15/12-1	2992	3006	RØDBY FM	FORMATION	137	27643	94		22.06.2018
15/12-1	3006	3027	DRAUPNE FM	FORMATION	28	27643	94		22.06.2018
15/12-1	3027	3123	HEATHER FM	FORMATION	60	27643	94		22.06.2018
15/12-1	3123	3152	HUGIN FM	FORMATION	69	27643	94		22.06.2018
15/12-1	3152	3204	SLEIPNER FM	FORMATION	148	27643	94		22.06.2018
15/12-1	3204	3269	SKAGERRAK FM	FORMATION	146	27643	94		22.06.2018
15/12-2	993	1038	UTSIRA FM	FORMATION	183	27817	331		22.06.2018
15/12-2	1963	2045	BALDER FM	FORMATION	6	27817	331		22.06.2018
15/12-2	2045	2075	SELE FM	FORMATION	142	27817	331		22.06.2018
15/12-2	2075	2224	LISTA FM	FORMATION	95	27817	331		22.06.2018
15/12-2	2224	2234	VÅLE FM	FORMATION	190	27817	331		22.06.2018
15/12-2	2234	2268	EKOFISK FM	FORMATION	33	27817	331		22.06.2018
15/12-2	2268	2425	TOR FM	FORMATION	171	27817	331		22.06.2018
15/12-2	2425	2525	HOD FM	FORMATION	66	27817	331		22.06.2018
15/12-2	2525	2542	BLODØKS FM	FORMATION	13	27817	331		22.06.2018
15/12-2	2542	2650	SVARTE FM	FORMATION	160	27817	331		22.06.2018
15/12-2	2650	2667	SOLA FM	FORMATION	152	27817	331		22.06.2018
15/12-2	2667	2703	ÅSGARD FM	FORMATION	198	27817	331		22.06.2018
15/12-2	2703	2765	DRAUPNE FM	FORMATION	28	27817	331		22.06.2018
15/12-2	2765	2818	HEATHER FM	FORMATION	60	27817	331		22.06.2018
15/12-2	2818	2868	HUGIN FM	FORMATION	69	27817	331		22.06.2018
15/12-2	2868	2888	SMITH BANK FM	FORMATION	149	27817	331		22.06.2018
15/12-3	908	1135	UTSIRA FM	FORMATION	183	29577	199	42035	22.06.2018
15/12-3	1135	1317	UNDIFFERENTIATED	FORMATION	182	29577	199		22.06.2018
15/12-3	2076	2106	GRID FM	FORMATION	53	29577	199		22.06.2018
15/12-3	2106	2285	NO FORMAL NAME	FORMATION	111	29577	199		22.06.2018
15/12-3	2285	2348	BALDER FM	FORMATION	6	29577	199		22.06.2018
15/12-3	2348	2401	SELE FM	FORMATION	142	29577	199		22.06.2018
15/12-3	2401	2472	LISTA FM	FORMATION	95	29577	199		22.06.2018
15/12-3	2472	2479	EKOFISK FM	FORMATION	33	29577	199		22.06.2018
15/12-3	2479	2675	TOR FM	FORMATION	171	29577	199		22.06.2018
15/12-3	2675	2752	HOD FM	FORMATION	66	29577	199		22.06.2018
15/12-3	2752	2791	BLODØKS FM	FORMATION	13	29577	199		22.06.2018
15/12-3	2791	2830	RØDBY FM	FORMATION	137	29577	199		22.06.2018
15/12-3	2830	2865	SOLA FM	FORMATION	152	29577	199		22.06.2018
15/12-3	2865	2977	ÅSGARD FM	FORMATION	198	29577	199		22.06.2018
15/12-3	2977	2998	MIME FM	FORMATION	106	29577	199		22.06.2018
15/12-3	2998	3142	DRAUPNE FM	FORMATION	28	29577	199		22.06.2018
15/12-3	3142	3238	HEATHER FM	FORMATION	60	29577	199		22.06.2018
15/12-4	1200	1278	UTSIRA FM	FORMATION	183	30986	438		22.06.2018
15/12-4	2320	2335	BALDER FM	FORMATION	6	30986	438		22.06.2018
15/12-4	2335	2393	SELE FM	FORMATION	142	30986	438		22.06.2018
15/12-4	2393	2464	LISTA FM	FORMATION	95	30986	438		22.06.2018
15/12-4	2464	2476	VÅLE FM	FORMATION	190	30986	438		22.06.2018
15/12-4	2476	2494	EKOFISK FM	FORMATION	33	30986	438		22.06.2018
15/12-4	2494	2621	TOR FM	FORMATION	171	30986	438		22.06.2018
15/12-4	2621	2712	HOD FM	FORMATION	66	30986	438		22.06.2018
15/12-4	2712	2735	RØDBY FM	FORMATION	137	30986	438		22.06.2018
15/12-4	2735	2759	SOLA FM	FORMATION	152	30986	438		22.06.2018
15/12-4	2759	2784	ÅSGARD FM	FORMATION	198	30986	438		22.06.2018
15/12-4	2784	2892	DRAUPNE FM	FORMATION	28	30986	438		22.06.2018
15/12-4	2892	2912	HEATHER FM	FORMATION	60	30986	438		22.06.2018
15/12-4	2912	3134	HUGIN FM	FORMATION	69	30986	438		22.06.2018
15/12-4	3134	3140	SLEIPNER FM	FORMATION	148	30986	438		22.06.2018
15/12-5	1024	1247	UTSIRA FM	FORMATION	183	31536	113		22.06.2018
15/12-5	2276	2291	BALDER FM	FORMATION	6	31536	113		22.06.2018
15/12-5	2291	2325	SELE FM	FORMATION	142	31536	113		22.06.2018
15/12-5	2325	2418	LISTA FM	FORMATION	95	31536	113		22.06.2018
15/12-5	2418	2439	MAUREEN FM	FORMATION	102	31536	113		22.06.2018
15/12-5	2439	2457	EKOFISK FM	FORMATION	33	31536	113		22.06.2018
15/12-5	2457	2615	TOR FM	FORMATION	171	31536	113		22.06.2018
15/12-5	2615	2740	HOD FM	FORMATION	66	31536	113		22.06.2018
15/12-5	2740	2792	BLODØKS FM	FORMATION	13	31536	113		22.06.2018
15/12-5	2792	2827	RØDBY FM	FORMATION	137	31536	113		22.06.2018
15/12-5	2827	2841	SOLA FM	FORMATION	152	31536	113		22.06.2018
15/12-5	2841	2888	DRAUPNE FM	FORMATION	28	31536	113		22.06.2018
15/12-5	2888	2918	HEATHER FM	FORMATION	60	31536	113		22.06.2018
15/12-5	2918	3077	HUGIN FM	FORMATION	69	31536	113		22.06.2018
15/12-5	3077	3150	SKAGERRAK FM	FORMATION	146	31536	113		22.06.2018
15/12-6 S	1195	1252	UTSIRA FM	FORMATION	183	33181	1524		22.06.2018
15/12-6 S	2311	2323	BALDER FM	FORMATION	6	33181	1524		22.06.2018
15/12-6 S	2323	2350.5	SELE FM	FORMATION	142	33181	1524		22.06.2018
15/12-6 S	2350.5	2421	LISTA FM	FORMATION	95	33181	1524		22.06.2018
15/12-6 S	2421	2428	VÅLE FM	FORMATION	190	33181	1524		22.06.2018
15/12-6 S	2428	2548	TOR FM	FORMATION	171	33181	1524		22.06.2018
15/12-6 S	2548	2708	HOD FM	FORMATION	66	33181	1524		22.06.2018
15/12-6 S	2708	2732	BLODØKS FM	FORMATION	13	33181	1524		22.06.2018
15/12-6 S	2746	2834	DRAUPNE FM	FORMATION	28	33181	1524		22.06.2018
15/12-6 S	2834	2870.5	HEATHER FM	FORMATION	60	33181	1524		22.06.2018
15/12-6 S	2870.5	2949	HUGIN FM	FORMATION	69	33181	1524		22.06.2018
15/12-6 S	2949	2978.5	SLEIPNER FM	FORMATION	148	33181	1524		22.06.2018
15/12-6 S	2978.5	3050	SKAGERRAK FM	FORMATION	146	33181	1524		22.06.2018
15/12-7 S	1129	1150	UTSIRA FM	FORMATION	183	33245	1680	42124	22.06.2018
15/12-7 S	1150	1284	UNDIFFERENTIATED	FORMATION	182	33245	1680		22.06.2018
15/12-7 S	2358	2378.5	BALDER FM	FORMATION	6	33245	1680		22.06.2018
15/12-7 S	2378.5	2460	SELE FM	FORMATION	142	33245	1680		22.06.2018
15/12-7 S	2460	2549	LISTA FM	FORMATION	95	33245	1680		22.06.2018
15/12-7 S	2549	2583	VÅLE FM	FORMATION	190	33245	1680		22.06.2018
15/12-7 S	2583	2630	EKOFISK FM	FORMATION	33	33245	1680		22.06.2018
15/12-7 S	2630	2685	TOR FM	FORMATION	171	33245	1680		22.06.2018
15/12-7 S	2685	2941.5	HOD FM	FORMATION	66	33245	1680		22.06.2018
15/12-7 S	2941.5	2974.5	SOLA FM	FORMATION	152	33245	1680		22.06.2018
15/12-7 S	2974.5	3008	ÅSGARD FM	FORMATION	198	33245	1680		22.06.2018
15/12-7 S	3008	3025	DRAUPNE FM	FORMATION	28	33245	1680		22.06.2018
15/12-7 S	3025	3035.6	INTRA HEATHER FM SS	FORMATION	59	33245	1680		22.06.2018
15/12-7 S	3035.6	3477	SKAGERRAK FM	FORMATION	146	33245	1680		22.06.2018
15/12-7 S	3477	3570	SMITH BANK FM	FORMATION	149	33245	1680		22.06.2018
15/12-8	1166	1207	UTSIRA FM	FORMATION	183	33433	1778		22.06.2018
15/12-8	2251	2268	BALDER FM	FORMATION	6	33433	1778		22.06.2018
15/12-8	2268	2333	SELE FM	FORMATION	142	33433	1778		22.06.2018
15/12-8	2333	2441	LISTA FM	FORMATION	95	33433	1778		22.06.2018
15/12-8	2441	2464	VÅLE FM	FORMATION	190	33433	1778		22.06.2018
15/12-8	2464	2496	EKOFISK FM	FORMATION	33	33433	1778		22.06.2018
15/12-8	2496	2626	TOR FM	FORMATION	171	33433	1778		22.06.2018
15/12-8	2626	2738	HOD FM	FORMATION	66	33433	1778		22.06.2018
15/12-8	2738	2770	BLODØKS FM	FORMATION	13	33433	1778		22.06.2018
15/12-8	2770	2797	RØDBY FM	FORMATION	137	33433	1778		22.06.2018
15/12-8	2797	2828.5	SOLA FM	FORMATION	152	33433	1778		22.06.2018
15/12-8	2828.5	2838	DRAUPNE FM	FORMATION	28	33433	1778		22.06.2018
15/12-8	2854	3054	SKAGERRAK FM	FORMATION	146	33433	1778		22.06.2018
15/12-8 A	1166	1207	UTSIRA FM	FORMATION	183	33448	1835		22.06.2018
15/12-8 A	2251	2268	BALDER FM	FORMATION	6	33448	1835		22.06.2018
15/12-8 A	2268	2333	SELE FM	FORMATION	142	33448	1835		22.06.2018
15/12-8 A	2333	2441	LISTA FM	FORMATION	95	33448	1835		22.06.2018
15/12-8 A	2441	2464	VÅLE FM	FORMATION	190	33448	1835		22.06.2018
15/12-8 A	2464	2496	EKOFISK FM	FORMATION	33	33448	1835		22.06.2018
15/12-8 A	2496	2626	TOR FM	FORMATION	171	33448	1835		22.06.2018
15/12-8 A	2626	2736	HOD FM	FORMATION	66	33448	1835		22.06.2018
15/12-8 A	2736	2768	BLODØKS FM	FORMATION	13	33448	1835		22.06.2018
15/12-8 A	2768	2797	RØDBY FM	FORMATION	137	33448	1835		22.06.2018
